PassengerId,Pclass,Age,FamilySize,Sex_male,Title_encoded,Deck_encoded,Fare_log
892,3,0.42008593514315984,1,True,3,0,-0.77595063215837
893,3,1.384326996918409,2,False,4,0,-0.8746162351020282
894,2,2.541416271048708,1,True,3,0,-0.5848574413308465
895,3,-0.15845870192198966,1,True,3,0,-0.6857235491079389
896,3,-0.5441551266320893,3,False,4,0,-0.3670141790057908
897,3,-1.161269406168249,1,True,3,0,-0.6291157429517211
898,3,0.07295915290407014,1,False,2,0,-0.7988731698064689
899,2,-0.2355979868640096,3,True,3,0,0.4477123357527259
900,3,-0.8527122664001691,1,False,4,0,-0.8463567323242689
901,3,-0.6212944115741093,3,True,3,0,0.27129644086070004
902,3,-0.3898765567480495,1,True,3,0,-0.7684325309398787
903,1,1.307187711976389,1,True,3,0,0.34230616626215116
904,1,-0.46701584169006943,2,False,4,2,1.469006009178951
905,2,2.618555555990728,2,True,3,0,0.34230616626215116
906,1,1.384326996918409,2,False,4,5,1.1767837213408798
907,2,-0.3898765567480495,2,False,4,0,0.40411767118543707
908,2,0.4586555776141698,1,True,3,0,-0.36231950445623395
909,3,-0.6212944115741093,1,True,3,0,-0.8468674614993068
910,3,-0.15845870192198966,2,False,2,0,-0.7651540385249312
911,3,1.2300484270343692,1,False,4,0,-0.8468674614993068
912,1,2.0014412764545684,2,True,3,0,1.147807286232667
913,3,-1.5469658308783485,2,True,1,0,-1.5262321426630396
914,1,0.9986305722083094,1,False,4,0,0.5334163185396932
915,1,-0.6212944115741093,2,True,3,0,1.1800640389064285
916,1,1.461466281860429,5,False,4,2,2.621035142234613
917,3,1.6157448517444688,2,True,3,0,-0.21293116185528096
918,1,-0.5441551266320893,2,False,2,2,1.1896408135002805
919,3,-0.5055854841610794,1,True,3,0,-0.8468674614993068
920,1,0.9214912872662895,1,True,3,1,0.49652364121954834
921,3,-0.3898765567480495,3,True,3,0,0.16784194066382102
922,2,1.6157448517444688,2,True,3,0,0.34230616626215116
923,2,-0.3898765567480495,3,True,3,0,0.5277897267833629
924,3,0.30437700773012993,4,False,4,0,0.11790734494429148
925,3,-0.3898765567480495,4,False,4,0,0.24305652888140133
926,1,0.07295915290407014,2,True,3,3,1.120097332498821
927,3,-0.8141426239291591,1,True,3,0,-0.8463567323242689
928,3,-0.3898765567480495,1,False,2,0,-0.7512395818080381
929,3,-0.6212944115741093,1,False,2,0,-0.6857235491079389
930,3,-0.31273727180602956,1,True,3,0,-0.602564687845375
931,3,-0.3898765567480495,1,True,3,0,1.098508730612515
932,3,0.7672127173822496,2,True,3,0,-0.28541532348971194
933,1,0.9986305722083094,1,True,3,4,0.36248057385599686
934,3,0.9214912872662895,1,True,3,0,-0.7735965638223923
935,2,0.07295915290407014,1,False,4,0,-0.3147579596899044
936,1,1.2300484270343692,2,False,4,4,1.0274602814309746
937,3,-0.31273727180602956,1,True,3,0,-0.7651540385249312
938,1,1.2300484270343692,1,True,3,1,0.4707876031119582
939,3,-0.3898765567480495,1,True,3,0,-0.7849652465102707
940,1,2.387137701164668,1,False,4,4,1.3945116105608815
941,3,0.5357948625561898,3,False,4,0,-0.1264200939211315
942,1,-0.3898765567480495,2,True,3,3,1.1576963286365844
943,2,-0.15845870192198966,1,True,3,0,-0.1790887184016359
944,2,-0.6984336965161292,4,False,2,0,0.22447209396289552
945,1,-0.08131941697996974,6,False,2,3,2.6234064003029025
946,2,-0.19702834439299963,1,True,3,0,-0.1455931224908257
947,3,-1.4698265459363287,6,True,1,0,0.4518721476114391
948,3,0.4586555776141698,1,True,3,0,-0.7684325309398787
949,3,-0.31273727180602956,1,True,3,6,-0.7964646065729416
950,3,-0.3898765567480495,2,True,3,0,-0.11465015451047975
951,1,0.5357948625561898,1,False,2,2,2.621035142234613
952,3,-0.929851551342189,1,True,3,0,-0.7684325309398787
953,2,0.22723772278811002,1,True,3,0,-0.2796514344362956
954,3,-0.8527122664001691,1,True,3,0,-0.7849652465102707
955,3,-0.5441551266320893,1,False,2,0,-0.7878277185937015
956,1,-1.2384086911102687,5,True,1,2,2.621035142234613
957,2,-0.19702834439299963,1,False,4,0,0.13742301401758558
958,3,-0.8527122664001691,1,False,2,0,-0.7703011326596787
959,1,1.384326996918409,1,True,3,0,0.8171344003772096
960,1,0.1500984378460901,1,True,3,3,0.4321688643691717
961,1,2.387137701164668,6,False,4,3,2.6234064003029025
962,3,-0.3898765567480495,1,False,2,0,-0.7849652465102707
963,3,-0.6212944115741093,1,True,3,0,-0.7684325309398787
964,3,-0.0041801320379497965,1,False,2,0,-0.7651540385249312
965,1,-0.04274977450895977,1,True,3,4,0.40411767118543707
966,1,0.4586555776141698,1,False,2,3,2.406305254028695
967,1,0.26580736525911997,1,True,3,3,2.406305254028695
968,3,-0.3898765567480495,1,True,3,0,-0.7512395818080381
969,1,2.0014412764545684,3,False,4,3,0.3311280241539632
970,2,0.07295915290407014,1,True,3,0,-0.3147579596899044
971,3,-0.3898765567480495,1,False,2,0,-0.7849652465102707
972,3,-1.7783836857044084,3,True,1,0,-0.16591640878084638
973,1,2.9271126957588076,2,True,3,3,2.4535648813181323
974,1,1.538605566802449,1,True,3,0,0.34230616626215116
975,3,-0.3898765567480495,1,True,3,0,-0.7684325309398787
976,2,-0.19702834439299963,1,True,3,0,-0.49359475562196137
977,3,-0.3898765567480495,2,True,3,0,-0.2158916569780259
978,3,-0.15845870192198966,1,False,2,0,-0.7703011326596787
979,3,-0.8527122664001691,1,False,2,0,-0.7512395818080381
980,3,-0.3898765567480495,1,False,0,0,-0.7849652465102707
981,2,-2.086940825472488,3,True,1,0,0.22447209396289552
982,3,-0.5441551266320893,2,False,4,0,-0.2524270794180222
983,3,-0.3898765567480495,1,True,3,0,-0.78211094126271
984,1,-0.15845870192198966,4,False,4,2,1.017053462360028
985,3,-0.3898765567480495,1,True,3,0,-0.7512395818080381
986,1,-0.31273727180602956,1,True,3,0,0.34230616626215116
987,3,-0.31273727180602956,1,True,3,0,-0.7797423498973147
988,1,3.621366260236987,2,False,4,3,1.427089019285446
989,3,-0.0041801320379497965,1,True,3,0,-0.7651540385249312
990,3,-0.6984336965161292,1,False,2,0,-0.7731218945367396
991,3,0.30437700773012993,1,True,3,0,-0.7512395818080381
992,1,1.0757698571503294,2,False,4,3,1.0799970581377187
993,2,-0.15845870192198966,2,True,3,0,0.34230616626215116
994,3,-0.3898765567480495,1,True,3,0,-0.7849652465102707
995,3,-0.2355979868640096,1,True,3,0,-0.78211094126271
996,3,-1.006990836284209,3,False,4,0,-0.700934401136077
997,3,-0.08131941697996974,1,True,3,0,0.20447328714387036
998,3,-0.6212944115741093,1,True,3,0,-0.7769028860330303
999,3,-0.3898765567480495,1,True,3,0,-0.7849652465102707
1000,3,-0.3898765567480495,1,True,3,0,-0.6805600108807222
1001,2,-0.8141426239291591,1,True,3,6,-0.3147579596899044
1002,2,0.9214912872662895,1,True,3,0,-0.17830905706350855
1003,3,-0.3898765567480495,1,False,2,0,-0.7816322159451362
1004,1,0.5357948625561898,1,False,2,1,0.5332908099811462
1005,3,-0.8141426239291591,1,False,2,0,-0.8398012578941176
1006,1,2.618555555990728,2,False,4,3,2.4535648813181323
1007,3,-0.8527122664001691,2,True,3,0,-0.2158916569780259
1008,3,-0.3898765567480495,1,True,3,0,-0.9475545971898275
1009,3,-2.164080110414508,3,False,2,7,-0.08014903521219519
1010,1,0.5357948625561898,1,True,3,3,1.3808276648730435
1011,2,-0.0041801320379497965,2,False,4,0,0.34230616626215116
1012,2,-1.3155479760522888,1,False,2,0,-0.13533932070104013
1013,3,-0.3898765567480495,2,True,3,0,-0.7849652465102707
1014,1,0.4586555776141698,2,False,4,3,1.120097332498821
1015,3,-0.08131941697996974,1,True,3,0,-0.8438312427480825
1016,3,-0.3898765567480495,1,True,3,0,-0.7849652465102707
1017,3,-0.929851551342189,2,False,2,0,-0.11465015451047975
1018,3,-0.5441551266320893,1,True,3,0,-0.7797423498973147
1019,3,-0.3898765567480495,3,False,2,0,0.2348393713043517
1020,2,0.9986305722083094,1,True,3,0,-0.3147579596899044
1021,3,-0.3898765567480495,1,True,3,0,-0.7512395818080381
1022,3,0.22723772278811002,1,True,3,0,-0.7512395818080381
1023,1,1.8471627065705287,1,True,0,3,0.43089793473310617
1024,3,-0.3898765567480495,5,False,4,0,0.3223479949454996
1025,3,-0.3898765567480495,2,True,3,0,-0.9475545971898275
1026,3,1.0757698571503294,1,True,3,0,-0.7684325309398787
1027,3,-0.3898765567480495,1,True,3,0,-0.7731218945367396
1028,3,-0.19702834439299963,1,True,3,0,-0.8468674614993068
1029,2,-0.2355979868640096,1,True,3,0,-0.3147579596899044
1030,3,-0.46701584169006943,1,False,2,0,-0.7512395818080381
1031,3,0.8443520023242695,8,True,3,0,0.9158332124099131
1032,3,-1.4698265459363287,8,False,2,0,0.9158332124099131
1033,1,0.30437700773012993,1,False,2,0,2.0747120561976025
1034,1,2.464276986106688,5,True,3,2,2.621035142234613
1035,2,-0.08131941697996974,1,True,3,0,0.34230616626215116
1036,1,0.9986305722083094,1,True,3,0,0.36248057385599686
1037,3,0.1500984378460901,4,True,3,0,-0.009243985019905391
1038,1,0.9986305722083094,1,True,3,5,1.014454625990797
1039,3,-0.5441551266320893,1,True,3,0,-0.7512395818080381
1040,1,0.9986305722083094,1,True,3,0,0.36248057385599686
1041,2,0.07295915290407014,3,True,6,0,0.34230616626215116
1042,1,-0.46701584169006943,2,False,4,3,1.4796614641232677
1043,3,-0.3898765567480495,1,True,3,0,-0.7684325309398787
1045,3,0.5357948625561898,3,False,4,0,-0.3748904569733799
1046,3,-1.2384086911102687,7,True,1,0,0.5243206808124197
1047,3,-0.3898765567480495,1,True,3,0,-0.8080976831206769
1048,1,-0.0041801320379497965,1,False,2,3,2.4535648813181323
1049,3,-0.46701584169006943,1,False,2,0,-0.7731218945367396
1050,1,0.9986305722083094,1,True,3,4,0.36248057385599686
1051,3,-0.2355979868640096,3,False,4,0,-0.26085537956763155
1052,3,-0.3898765567480495,1,False,2,0,-0.7868764693765459
1053,3,-1.7012444007623884,3,True,1,0,-0.16591640878084638
1054,2,-0.2355979868640096,1,False,2,0,-0.2796514344362956
1055,3,-0.3898765567480495,1,True,3,0,-0.8746162351020282
1056,2,0.9214912872662895,1,True,6,0,-0.3147579596899044
1057,3,-0.2355979868640096,3,False,4,0,0.18298087495648765
1058,1,1.461466281860429,1,True,3,2,0.9882493240200524
1059,3,-0.8527122664001691,5,True,3,0,0.6125917231032284
1060,1,0.9986305722083094,1,False,4,0,0.40411767118543707
1061,3,-0.5441551266320893,1,False,2,0,-0.6551346701591734
1062,3,-0.3898765567480495,1,True,3,0,-0.8080976831206769
1063,3,-0.15845870192198966,1,True,3,0,-0.8468674614993068
1064,3,-0.46701584169006943,2,True,3,0,-0.2524270794180222
1065,3,-0.3898765567480495,1,True,3,0,-0.8463567323242689
1066,3,0.8443520023242695,7,True,3,0,0.5243206808124197
1067,2,-1.0841301212262289,3,False,2,0,0.7355190639081964
1068,2,-0.6984336965161292,1,False,2,0,0.6775999994123001
1069,1,1.9243019915125485,2,True,3,3,1.0799970581377187
1070,2,0.5357948625561898,4,False,4,6,0.7355190639081964
1071,1,2.695694840932748,3,False,4,5,1.4796614641232677
1072,2,0.07295915290407014,1,True,3,0,-0.3147579596899044
1073,1,0.6129341474982097,3,True,3,5,1.4796614641232677
1074,1,-0.8527122664001691,2,False,4,4,1.0376046358455533
1075,3,-0.3898765567480495,1,True,3,0,-0.7849652465102707
1076,1,-0.15845870192198966,3,False,4,2,2.562957659665889
1077,2,0.8443520023242695,1,True,3,0,-0.12051781538155702
1078,2,-0.6212944115741093,2,False,2,0,0.13742301401758558
1079,3,-0.929851551342189,3,True,3,0,-0.7512395818080381
1080,3,-0.3898765567480495,11,False,2,0,1.3032071668479053
1081,2,0.8443520023242695,1,True,3,0,-0.3147579596899044
1082,2,0.38151629267214987,2,True,3,0,0.34230616626215116
1083,1,0.9986305722083094,1,True,3,0,0.34230616626215116
1084,3,-1.3541176185232986,3,True,1,0,-0.21293116185528096
1085,2,2.464276986106688,1,True,3,0,-0.36231950445623395
1086,2,-1.6241051158203685,3,True,1,0,0.558108207909157
1087,3,0.30437700773012993,1,True,3,0,-0.7731218945367396
1088,1,-1.7783836857044084,3,True,1,5,1.9561399290432993
1089,3,-0.8527122664001691,1,False,2,0,-0.78211094126271
1090,2,-0.46701584169006943,1,True,3,0,-0.5115534905999719
1091,3,-0.3898765567480495,1,False,4,0,-0.7443542599940913
1092,3,-0.3898765567480495,1,False,2,0,-0.1503837141378854
1093,3,-2.2157634313256613,3,True,1,0,-0.21940648097031815
1094,1,1.384326996918409,2,True,0,3,2.4790403824586527
1095,2,-1.6241051158203685,3,False,2,0,0.34230616626215116
1096,2,-0.31273727180602956,1,True,3,0,-0.5115534905999719
1097,1,0.9986305722083094,1,True,3,0,0.3326892797846977
1098,3,0.4586555776141698,1,False,2,0,-0.7849652465102707
1099,2,-0.3898765567480495,1,True,3,0,-0.5115534905999719
1100,1,0.30437700773012993,1,False,2,1,0.40411767118543707
1101,3,-0.31273727180602956,1,True,3,0,-0.7684325309398787
1102,3,0.22723772278811002,1,True,3,0,0.20447328714387036
1103,3,-0.3898765567480495,1,True,3,0,-0.8683829855878756
1104,2,-0.929851551342189,1,True,3,0,1.3577082195922026
1105,2,2.387137701164668,2,False,4,0,0.34230616626215116
1106,3,0.6900734324402297,7,False,2,0,-0.78211094126271
1107,1,0.9986305722083094,1,True,3,2,0.8194368946286277
1108,3,-0.3898765567480495,1,False,2,0,-0.7703011326596787
1109,1,2.1557198463386085,3,True,3,0,2.1584403634091385
1110,1,1.6157448517444688,3,False,4,3,2.406305254028695
1111,3,-0.3898765567480495,1,True,3,0,-0.7512395818080381
1112,2,0.07295915290407014,2,False,2,0,-0.2552308750891372
1113,3,-0.6212944115741093,1,True,3,0,-0.7512395818080381
1114,2,-0.5441551266320893,1,False,4,6,-0.5115534905999719
1115,3,-0.6212944115741093,1,True,3,0,-0.7797423498973147
1116,1,1.8471627065705287,1,False,4,0,0.3944924255830556
1117,3,-0.3898765567480495,3,False,4,0,-0.16591640878084638
1118,3,-0.46701584169006943,1,True,3,0,-0.7797423498973147
1119,3,-0.3898765567480495,1,False,2,0,-0.7849652465102707
1120,3,0.8829216447952795,1,True,3,0,-0.17493545697767854
1121,2,0.5357948625561898,1,True,3,0,-0.3147579596899044
1122,2,-1.161269406168249,1,True,3,0,1.2365113430825083
1123,1,-0.6212944115741093,1,False,2,0,0.36248057385599686
1124,3,-0.6212944115741093,2,True,3,0,-0.9397431210481598
1125,3,-0.3898765567480495,1,True,3,0,-0.7703011326596787
1126,1,0.7672127173822496,2,True,3,3,1.327489126088185
1127,3,-0.6984336965161292,1,True,3,0,-0.7731218945367396
1128,1,2.695694840932748,2,True,3,4,1.3809365704264147
1129,3,-0.6984336965161292,1,True,3,0,-0.8468674614993068
1130,2,-0.8527122664001691,3,False,2,0,-0.3147579596899044
1131,1,1.461466281860429,2,False,4,3,1.7238606128782803
1132,1,2.0014412764545684,1,False,4,0,0.40411767118543707
1133,2,1.2300484270343692,3,False,4,0,0.48051636675491616
1134,1,1.2300484270343692,3,True,3,5,1.9561399290432993
1135,3,-0.3898765567480495,1,True,3,0,-0.769366395529834
1136,3,-0.3898765567480495,4,True,1,0,0.24305652888140133
1137,1,0.9214912872662895,2,True,3,4,1.014454625990797
1138,2,-0.5441551266320893,1,False,4,0,0.13742301401758558
1139,2,0.9986305722083094,3,True,3,0,0.558108207909157
1140,2,-0.0041801320379497965,2,False,4,0,0.34230616626215116
1141,3,-0.3898765567480495,2,False,4,0,-0.2158916569780259
1142,2,-2.1702512532098694,4,False,2,0,0.40513427980005556
1143,3,-0.6984336965161292,1,True,3,0,-0.7651540385249312
1144,1,-0.15845870192198966,2,True,3,3,1.9728279204661137
1145,3,-0.3898765567480495,1,True,3,0,-0.6193790888649947
1146,3,0.26580736525911997,1,True,3,0,-0.602564687845375
1147,3,-0.3898765567480495,1,True,3,0,-0.8080976831206769
1148,3,-0.3898765567480495,1,True,3,0,-0.7849652465102707
1149,3,-0.08131941697996974,1,True,3,0,-0.7512395818080381
1150,2,-0.7755729814581491,1,False,2,0,-0.3147579596899044
1151,3,-0.6212944115741093,1,True,3,0,-0.78211094126271
1152,3,0.5743645050271997,2,True,3,0,-0.0413462037796052
1153,3,-0.6212944115741093,1,True,3,0,-0.7731218945367396
1154,2,-0.0041801320379497965,3,False,4,0,0.22447209396289552
1155,3,-2.164080110414508,3,False,2,0,-0.3748904569733799
1156,2,0.07295915290407014,1,True,3,0,-0.3336941712835502
1157,3,-0.3898765567480495,1,True,3,0,-0.7684325309398787
1158,1,0.9986305722083094,1,True,3,0,-2.954958820932619
1159,3,-0.3898765567480495,1,True,3,0,-0.8080976831206769
1160,3,-0.3898765567480495,1,False,2,0,-0.7512395818080381
1161,3,-0.929851551342189,1,True,3,0,-0.6857235491079389
1162,1,1.307187711976389,1,True,3,3,1.3808276648730435
1163,3,-0.3898765567480495,1,True,3,0,-0.7849652465102707
1164,1,-0.2355979868640096,2,False,4,3,1.9728279204661137
1165,3,-0.3898765567480495,2,False,2,0,-0.1503837141378854
1166,3,-0.3898765567480495,1,True,3,0,-0.8468674614993068
1167,2,-0.6984336965161292,2,False,2,0,0.34230616626215116
1168,2,-0.08131941697996974,1,True,3,0,-0.5115534905999719
1169,2,0.8443520023242695,2,True,3,0,0.34230616626215116
1170,2,0.07295915290407014,2,True,3,0,0.13742301401758558
1171,2,-0.5441551266320893,1,True,3,0,-0.5115534905999719
1172,3,-0.46701584169006943,1,False,2,0,-0.6857235491079389
1173,3,-2.183364931650013,3,True,1,0,-0.26085537956763155
1174,3,-0.3898765567480495,1,False,2,0,-0.7849652465102707
1175,3,-1.5469658308783485,3,False,2,0,-0.16591640878084638
1176,3,-2.086940825472488,3,False,2,0,0.1009553962568521
1177,3,0.5357948625561898,1,True,3,0,-0.8438312427480825
1178,3,-0.3898765567480495,1,True,3,0,-0.8438312427480825
1179,1,-0.3898765567480495,2,True,3,2,1.469006009178951
1180,3,-0.3898765567480495,1,True,3,6,-0.8463567323242689
1181,3,-0.3898765567480495,1,True,3,0,-0.7512395818080381
1182,1,0.9986305722083094,1,True,3,0,0.750414127796195
1183,3,0.07295915290407014,1,False,2,0,-0.8808885648056672
1184,3,-0.3898765567480495,1,True,3,0,-0.8463567323242689
1185,1,1.8471627065705287,3,True,5,1,1.4640870892430917
1186,3,0.5357948625561898,1,True,3,0,-0.602564687845375
1187,3,-0.2355979868640096,1,True,3,0,-0.7684325309398787
1188,2,-2.164080110414508,4,False,2,0,0.7980325569491482
1189,3,-0.3898765567480495,3,True,3,0,0.16784194066382102
1190,1,0.07295915290407014,1,True,3,0,0.8861571672096423
1191,3,-0.0041801320379497965,1,True,3,0,-0.7731218945367396
1192,3,0.22723772278811002,1,True,3,0,-0.78211094126271
1193,2,-0.19702834439299963,1,True,3,4,-0.17830905706350855
1194,2,1.0757698571503294,2,True,3,0,0.13742301401758558
1195,3,-0.3898765567480495,1,True,3,0,-0.6857235491079389
1196,3,-0.3898765567480495,1,False,2,0,-0.7849652465102707
1197,1,2.695694840932748,3,False,4,2,0.36248057385599686
1198,1,0.07295915290407014,4,True,3,3,2.0747120561976025
1199,3,-2.1771937888546518,2,True,1,0,-0.6169596600905467
1200,1,2.0014412764545684,3,True,3,2,1.595611970284472
1201,3,1.2300484270343692,2,False,4,0,-0.23853801501421748
1202,3,-0.8527122664001691,1,True,3,0,-0.6857235491079389
1203,3,-0.5441551266320893,1,True,3,0,-0.8468674614993068
1204,3,-0.3898765567480495,1,True,3,0,-0.805176707875881
1205,3,0.6129341474982097,1,False,2,0,-0.7849652465102707
1206,1,2.0014412764545684,1,False,4,3,1.9644725926717381
1207,3,-0.929851551342189,1,False,2,0,-0.7868764693765459
1208,1,2.1557198463386085,2,True,3,2,2.0411743018503645
1209,2,-0.7755729814581491,1,True,3,0,-0.5115534905999719
1210,3,-0.15845870192198966,1,True,3,0,-0.7731218945367396
1211,2,-0.5441551266320893,3,True,3,0,0.5277897267833629
1212,3,-0.2355979868640096,1,True,3,0,-0.78211094126271
1213,3,-0.31273727180602956,1,True,3,6,-0.8463567323242689
1214,2,-0.2355979868640096,1,True,3,6,-0.3147579596899044
1215,1,0.30437700773012993,1,True,3,0,0.36248057385599686
1216,1,0.7672127173822496,1,False,2,0,2.4055399241276967
1217,3,-0.46701584169006943,1,True,3,0,-0.8683829855878756
1218,2,-1.3155479760522888,4,False,2,6,0.7355190639081964
1219,1,1.307187711976389,1,True,3,0,1.4314645546417442
1220,2,-0.0041801320379497965,2,True,3,0,0.34230616626215116
1221,2,-0.6212944115741093,1,True,3,0,-0.3147579596899044
1222,2,1.461466281860429,3,False,4,0,0.6775999994123001
1223,1,0.7672127173822496,1,True,3,1,0.4707876031119582
1224,3,-0.3898765567480495,1,True,3,0,-0.8468674614993068
1225,3,-0.7755729814581491,3,False,4,0,-0.13583518066923053
1226,3,-0.15845870192198966,1,True,3,0,-0.7684325309398787
1227,1,0.07295915290407014,1,True,3,3,0.34230616626215116
1228,2,0.22723772278811002,1,True,3,0,-0.3147579596899044
1229,3,0.7672127173822496,3,True,3,0,-0.8463567323242689
1230,2,-0.31273727180602956,1,True,3,0,0.5277897267833629
1231,3,-0.3898765567480495,1,True,1,0,-0.8463567323242689
1232,2,-0.8527122664001691,1,True,3,0,-0.5115534905999719
1233,3,0.22723772278811002,1,True,3,0,-0.8046868196865562
1234,3,-0.3898765567480495,11,True,3,0,1.3032071668479053
1235,1,2.2328591312806285,2,False,4,2,3.288662789736124
1236,3,-0.3898765567480495,3,True,1,0,-0.21293116185528096
1237,3,-1.006990836284209,1,False,2,0,-0.7964646065729416
1238,2,-0.2355979868640096,1,True,3,0,-0.3147579596899044
1239,3,0.6900734324402297,1,False,4,0,-0.8463567323242689
1240,2,-0.3898765567480495,1,True,3,0,-0.2796514344362956
1241,2,0.1500984378460901,1,False,2,0,0.13742301401758558
1242,1,1.2300484270343692,2,False,4,4,1.211311594319799
1243,2,-0.31273727180602956,1,True,3,0,-0.5115534905999719
1244,2,-0.8527122664001691,1,True,3,0,1.3577082195922026
1245,2,1.538605566802449,4,True,3,0,1.2365113430825083
1246,3,-2.2281057169163843,4,False,2,0,0.11790734494429148
1247,1,1.6157448517444688,1,True,3,5,0.34230616626215116
1248,1,2.309998416222648,3,False,4,3,1.0071741704769102
1249,3,-0.3898765567480495,1,True,3,0,-0.7703011326596787
1250,3,-0.3898765567480495,1,True,3,0,-0.7849652465102707
1251,3,0.07295915290407014,2,False,4,0,-0.14735668214427344
1252,3,-1.122699763697239,11,True,1,0,1.3032071668479053
1253,2,-0.3898765567480495,3,False,4,0,0.6843141116880803
1254,2,0.1500984378460901,1,False,4,0,0.13742301401758558
1255,3,-0.15845870192198966,1,True,3,0,-0.6857235491079389
1256,1,-0.31273727180602956,2,False,4,5,1.0799970581377187
1257,3,-0.3898765567480495,11,False,4,0,1.3032071668479053
1258,3,-0.3898765567480495,2,True,3,0,-0.21562627717388913
1259,3,-0.5441551266320893,1,False,2,0,0.7525679140115694
1260,1,1.2300484270343692,2,False,4,0,1.147807286232667
1261,2,-0.0041801320379497965,1,True,3,0,-0.2552308750891372
1262,2,-0.6212944115741093,2,True,3,0,-0.428135751522367
1263,1,0.1500984378460901,1,False,2,5,1.9561399290432993
1264,1,1.538605566802449,1,True,3,2,-2.954958820932619
1265,2,1.1529091420923492,1,True,3,0,-0.3147579596899044
1266,1,1.9243019915125485,3,False,4,1,1.4640870892430917
1267,1,1.2300484270343692,1,False,2,0,2.621035142234613
1268,3,-0.5441551266320893,3,False,2,0,-0.6857235491079389
1269,2,-0.6212944115741093,1,True,3,0,-0.428135751522367
1270,1,2.0014412764545684,1,True,3,3,0.9785705136833662
1271,3,-1.8555229706464282,7,True,1,0,0.5243206808124197
1272,3,-0.3898765567480495,1,True,3,0,-0.7849652465102707
1273,3,-0.2355979868640096,1,True,3,0,-0.7703011326596787
1274,3,-0.3898765567480495,1,False,4,0,-0.21293116185528096
1275,3,-0.7755729814581491,2,False,4,0,-0.11465015451047975
1276,2,-0.19702834439299963,1,True,3,0,-0.3237305158928185
1277,2,-0.3898765567480495,4,False,2,0,1.2365113430825083
1278,3,-0.3898765567480495,1,True,3,0,-0.78211094126271
1279,2,2.1557198463386085,1,True,3,0,-0.3147579596899044
1280,3,-0.6212944115741093,1,True,3,0,-0.7849652465102707
1281,3,-1.7783836857044084,5,True,1,0,0.14082778183242697
1282,1,-0.46701584169006943,1,True,3,2,1.595611970284472
1283,1,1.6928841366864888,2,False,4,4,0.7454737063456213
1284,3,-1.2384086911102687,3,True,1,0,0.10272242640827337
1285,2,1.384326996918409,1,True,3,0,-0.5115534905999719
1286,3,-0.0041801320379497965,5,True,3,0,0.18298087495648765
1287,1,-0.8527122664001691,2,False,4,3,1.1576963286365844
1288,3,-0.3898765567480495,1,True,3,0,-0.8438312427480825
1289,1,1.461466281860429,3,False,4,2,1.4314645546417442
1290,3,-0.5441551266320893,1,True,3,0,-0.78211094126271
1291,3,0.1500984378460901,1,True,3,0,-0.7868764693765459
1292,1,0.07295915290407014,1,False,2,3,2.1584403634091385
1293,2,0.6900734324402297,2,True,3,0,0.13742301401758558
1294,1,-0.5441551266320893,2,False,2,0,1.147807286232667
1295,1,-0.929851551342189,1,True,3,0,0.9200016905683823
1296,1,1.0757698571503294,2,True,3,4,0.40411767118543707
1297,2,-0.6984336965161292,1,True,3,4,-0.2549481222740939
1298,2,-0.46701584169006943,2,True,3,0,-0.5115534905999719
1299,1,1.6157448517444688,3,True,3,3,2.406305254028695
1300,3,-0.3898765567480495,1,False,2,0,-0.7883094184854665
1301,3,-2.0098015405304683,3,False,2,0,-0.26085537956763155
1302,3,-0.3898765567480495,1,False,2,0,-0.7849652465102707
1303,1,0.6129341474982097,2,False,4,3,1.557855289015853
1304,3,-0.08131941697996974,1,False,2,0,-0.78211094126271
1305,3,-0.3898765567480495,1,True,3,0,-0.7512395818080381
1306,1,0.7672127173822496,1,False,0,3,1.7466484145470411
1307,3,0.7286430749112396,1,True,3,0,-0.8438312427480825
1308,3,-0.3898765567480495,1,True,3,0,-0.7512395818080381
1309,3,-0.3898765567480495,3,True,1,0,0.1973589016079331
